DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
29Q360,P.S. 360,96.27,94.28,98.63,QUEENS,29,2021-06-02
29Q381,DISTRICT 29 PRE K CENTER,INC,,,QUEENS,29,2021-06-02
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",76.67,76.67,,QUEENS,29,2021-06-02
29Q498,HUMANITIES ARTS MAGNET HIGH SCHOOL,92.74,93.72,88.4,QUEENS,29,2021-06-02
30Q002,P.S. 002 ALFRED ZIMBERG,95.45,97.03,94.07,QUEENS,30,2021-06-02
30Q010,I.S. 010 HORACE GREELEY,91.19,91.4,90.93,QUEENS,30,2021-06-02
30Q011,P.S. 011 KATHRYN PHELAN,100,100.0,,QUEENS,30,2021-06-02
30Q017,P.S. 017 HENRY DAVID THOREAU,89.83,83.58,95.56,QUEENS,30,2021-06-02
30Q069,P.S. 069 JACKSON HEIGHTS,95.01,94.9,95.19,QUEENS,30,2021-06-02
30Q070,P.S. 070,92.33,92.48,92.22,QUEENS,30,2021-06-02
30Q076,P.S. 076 WILLIAM HALLET,90.37,88.83,92.06,QUEENS,30,2021-06-02
30Q078,P.S. I.S. 78Q,INC,,,QUEENS,30,2021-06-02
30Q084,P.S. 084 STEINWAY,93.7,90.84,96.87,QUEENS,30,2021-06-02
30Q085,P.S. 085 JUDGE CHARLES VALLONE,95.59,98.21,93.98,QUEENS,30,2021-06-02
30Q092,P.S. 092 HARRY T. STEWART SR.,96.58,97.81,95.44,QUEENS,30,2021-06-02
30Q111,P.S. 111 JACOB BLACKWELL,90.44,87.92,94.53,QUEENS,30,2021-06-02
30Q112,P.S. 112 DUTCH KILLS,90.88,90.26,92.18,QUEENS,30,2021-06-02
30Q122,P.S. 122 MAMIE FAY,95.81,95.98,95.63,QUEENS,30,2021-06-02
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,94.07,93.62,94.83,QUEENS,30,2021-06-02
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,INC,,,QUEENS,30,2021-06-02
30Q141,I.S. 141 THE STEINWAY,95.97,97.35,93.01,QUEENS,30,2021-06-02
30Q145,I.S. 145 JOSEPH PULITZER,93.86,93.1,94.75,QUEENS,30,2021-06-02
30Q148,P.S. 148 QUEENS,95.77,98.59,91.85,QUEENS,30,2021-06-02
30Q149,P.S. 149 CHRISTA MCAULIFFE,92.45,87.17,95.4,QUEENS,30,2021-06-02
30Q150,P.S. 150 QUEENS,96.81,97.75,95.92,QUEENS,30,2021-06-02
30Q151,P.S. 151 MARY D. CARTER,91.74,92.85,90.6,QUEENS,30,2021-06-02
30Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,95.38,95.69,94.97,QUEENS,30,2021-06-02
30Q166,P.S. 166 HENRY GRADSTEIN,93.75,94.38,92.79,QUEENS,30,2021-06-02
30Q171,P.S. 171 PETER G. VAN ALST,90.47,93.93,87.06,QUEENS,30,2021-06-02
30Q204,I.S. 204 OLIVER W. HOLMES,96,95.59,97.5,QUEENS,30,2021-06-02
30Q212,P.S. 212,97.51,97.21,97.75,QUEENS,30,2021-06-02
30Q222,P.S. Q222 FIRE FIGHTER CHRISTOPHER A. SANTORA SC,96.1,100.0,93.52,QUEENS,30,2021-06-02
30Q227,I.S. 227 LOUIS ARMSTRONG,95.69,94.74,98.0,QUEENS,30,2021-06-02
30Q228,THE IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE A,95.93,96.91,94.04,QUEENS,30,2021-06-02
30Q230,I.S. 230,70.63,61.87,91.2,QUEENS,30,2021-06-02
30Q234,P.S. 234,97.01,100.0,93.37,QUEENS,30,2021-06-02
30Q235,ACADEMY FOR NEW AMERICANS,95.34,88.88,98.3,QUEENS,30,2021-06-02
30Q258,ENERGY TECH HIGH SCHOOL,84.04,82.97,88.65,QUEENS,30,2021-06-02
30Q280,P.S. 280,95.14,95.65,94.51,QUEENS,30,2021-06-02
30Q286,"YOUNG WOMEN S LEADERSHIP SCHOOL, ASTORIA",86.53,88.0,76.62,QUEENS,30,2021-06-02
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,94.43,93.79,95.68,QUEENS,30,2021-06-02
30Q300,THE 30TH AVENUE SCHOOL G T CITYWIDE,98.27,98.1,98.55,QUEENS,30,2021-06-02
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,85.76,85.5,87.09,QUEENS,30,2021-06-02
30Q329,EAST ELMHURST COMMUNITY SCHOOL,95.51,96.38,94.66,QUEENS,30,2021-06-02
30Q361,THE WOODSIDE COMMUNITY SCHOOL,95.16,93.8,96.58,QUEENS,30,2021-06-02
30Q384,P.S. 384,95.48,90.62,97.02,QUEENS,30,2021-06-02
30Q389,DISTRICT 30 PRE K CENTER,89.71,91.07,89.24,QUEENS,30,2021-06-02
