,School Campus,Intervention Type,Scanning Type,School Related,School Hours,Enforcment By,Restraints,Force,Top Charge,SummonsCharge,Classification,Incident Location,Scanning Incident,Greater Than 21,Type Of Force
706,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
707,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
708,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
709,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
710,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
711,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,PINS / Warrant,Full-Time,N,Y,PATROL,Metal,N,,,,Off-Site,N,No,None
712,GEORGE WINGATE HS(BS),Arrested,Full-Time,N,Y,DB,Metal,N,ASSAULT,,F,Off-Site,N,No,None
713,GEORGE WINGATE HS(BS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
714,GEORGE WINGATE HS(BS),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
715,GEORGE WINGATE HS(BS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
716,Gotham Professional Arts Academy(BN),Child in Crisis,Non-Scanning,N,Y,,No Restraints,N,,,,On-Site,N,No,None
717,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
718,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,No,None
719,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
720,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
721,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,No,None
722,Grammercy Arts HS(MS),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,No,None
723,Grand Street Campus(BN) ,Arrested,Unannounced,Y,Y,UTF,Metal,N,ASSAULT,,M,On-Site,N,No,None
724,Grand Street Campus(BN) ,Child in Crisis,Random,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
725,Grand Street Campus(BN) ,Child in Crisis,Random,N,Y,,No Restraints,N,,,,On-Site,N,No,None
726,Grand Street Campus(BN) ,Juvenile Report,Random,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
727,Grand Street Campus(BN) ,Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,M,Off-Site,N,No,None
728,Grand Street Campus(BN) ,Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
729,Grand Street Campus(BN) ,Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
730,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
731,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
732,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
733,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
734,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
735,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
736,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
737,Grand Street Campus(BN) ,Mitigated,Random,N,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
738,Grand Street Campus(BN) ,Mitigated,Random,N,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
739,Grand Street Campus(BN) ,Mitigated,Random,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
740,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
741,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
742,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
743,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
744,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
745,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
746,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
747,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
748,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
749,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
750,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
751,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
752,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
753,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
754,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
755,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
756,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
757,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
758,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
759,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
760,Grand Street Campus(BN) ,Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
761,Grand Street Campus(BN) ,Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
762,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
763,Grand Street Campus(BN) ,Mitigated,Random,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
764,Grand Street Campus(BN) ,Mitigated,Random,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
765,Grand Street Campus(BN) ,Mitigated,Non-Scanning,N,N,DOE,No Restraints,,,,,Off-Site,N,No,
766,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
767,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
768,Grand Street Campus(BN) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
769,Grand Street Campus(BN) ,Summons,Non-Scanning,N,Y,TRANSIT,No Restraints,N,,DISCON: FIGHTING,V,Off-Site,N,No,None
770,Grand Street Campus(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,No,None
771,Grant Avenue Elementary School(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
772,GROVER CLEVELAND HS(QN) ,Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
773,GROVER CLEVELAND HS(QN) ,Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
774,GROVER CLEVELAND HS(QN) ,Arrested,Full-Time,Y,Y,SSA,Metal,N,MENACING 3RD,,M,On-Site,N,No,None
775,GROVER CLEVELAND HS(QN) ,Arrested,Full-Time,Y,Y,SSA,No Restraints,N,FORCIBLE TOUCH,,M,On-Site,N,No,None
776,GROVER CLEVELAND HS(QN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
777,GROVER CLEVELAND HS(QN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
778,GROVER CLEVELAND HS(QN) ,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
779,GROVER CLEVELAND HS(QN) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
780,Harlem Prep Charter School(MN),Arrested,Non-Scanning,N,Y,PATROL,Metal,N,ENDAN WEL CHILD,,M,On-Site,N,Yes,None
781,Harlem Village Academies Leadership Charter School(MN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
782,Harlem Village Academies Leadership Charter School(MN),Child in Crisis,Non-Scanning,N,Y,,No Restraints,N,,,,On-Site,N,No,None
783,HARRY S TRUMAN HS(XE),Arrested,Full-Time,Y,Y,PATROL,Metal,N,CRIM MISCHIEF,,F,On-Site,Y,No,None
784,HARRY S TRUMAN HS(XE),Arrested,Full-Time,N,Y,PATROL,Metal,N,ASSAULT,,M,Off-Site,N,No,None
785,HARRY S TRUMAN HS(XE),Arrested,Full-Time,Y,Y,PATROL,Metal,N,POSS MARIJUANA,,M,On-Site,N,No,None
786,HARRY S TRUMAN HS(XE),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
787,HARRY S TRUMAN HS(XE),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
788,HARRY S TRUMAN HS(XE),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
789,HARRY S TRUMAN HS(XE),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
790,HARRY S TRUMAN HS(XE),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,,On-Site,Y,No,None
791,HARRY S TRUMAN HS(XE),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,On-Site,Y,No,None
792,HARRY S TRUMAN HS(XE),Juvenile Report,Full-Time,Y,Y,DOE,No Restraints,N,,,M,On-Site,N,No,None
793,HARRY S TRUMAN HS(XE),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,No,None
794,HARRY S TRUMAN HS(XE),Mitigated,Full-Time,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
795,HARRY S TRUMAN HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
796,HARRY S TRUMAN HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
797,HARRY S TRUMAN HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
798,HARRY S TRUMAN HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
799,HARRY S TRUMAN HS(XE),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,No,None
800,HARRY S TRUMAN HS(XE),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,TRESPASS,V,On-Site,N,No,None
801,HARRY VAN ARSDALE HS(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
802,HARRY VAN ARSDALE HS(BN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,No,None
803,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
804,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
805,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
806,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
807,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
808,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
809,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
810,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
811,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
812,HARRY VAN ARSDALE HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
813,HARRY VAN ARSDALE HS(BN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
814,HARRY VAN ARSDALE HS(BN),Summons,Full-Time,N,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,Off-Site,N,No,None
815,HARRY VAN ARSDALE HS(BN),Summons,Full-Time,N,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,Off-Site,N,No,None
816,HARRY VAN ARSDALE HS(BN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
817,HARVEY MILK HS(MS),Arrested,Non-Scanning,Y,Y,PATROL,No Restraints,N,CPCS,,F,On-Site,N,No,None
818,HARVEY MILK HS(MS),Child in Crisis,Non-Scanning,Y,Y,PATROL,Metal,N,,,,On-Site,N,No,None
819,HARVEY MILK HS(MS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
820,HARVEY MILK HS(MS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
821,HARVEY MILK HS(MS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
822,HARVEY MILK HS(MS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
823,HARVEY MILK HS(MS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
824,HEALTH OPPORTUNITIES HS(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
825,HEALTH OPPORTUNITIES HS(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
826,HEALTH OPPORTUNITIES HS(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
827,HEALTH OPPORTUNITIES HS(XW) ,Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
828,HEALTH OPPORTUNITIES HS(XW) ,Child in Crisis,Non-Scanning,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
829,HEALTH OPPORTUNITIES HS(XW) ,Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
830,HEALTH OPPORTUNITIES HS(XW) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
831,HEALTH OPPORTUNITIES HS(XW) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
832,HEALTH OPPORTUNITIES HS(XW) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
833,HEALTH OPPORTUNITIES HS(XW) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
834,HEALTH OPPORTUNITIES HS(XW) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,No,None
835,HERBERT H LEHMAN HS(XE) ,Arrested,Full-Time,Y,Y,UTF,Metal,N,ASSAULT,,M,On-Site,N,No,None
836,HERBERT H LEHMAN HS(XE) ,Arrested,Full-Time,N,N,PATROL,Metal,N,ASSAULT,,M,Off-Site,N,No,None
837,HERBERT H LEHMAN HS(XE) ,Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,Yes,None
838,HERBERT H LEHMAN HS(XE) ,Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
839,HERBERT H LEHMAN HS(XE) ,Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
840,HERBERT H LEHMAN HS(XE) ,Juvenile Report,Full-Time,N,Y,PATROL,No Restraints,N,,,M,Off-Site,N,No,None
841,HERBERT H LEHMAN HS(XE) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
842,HILLCREST HS(QS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ROBBERY,,F,On-Site,N,No,None
843,HILLCREST HS(QS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ENDAN WEL CHILD,,F,On-Site,N,No,None
844,HILLCREST HS(QS),Arrested,Full-Time,N,N,DB,Metal,N,AGG HARASS,,M,Off-Site,N,No,None
845,HILLCREST HS(QS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
846,HILLCREST HS(QS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,CPSP,,M,On-Site,N,No,None
847,HILLCREST HS(QS),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
848,HILLCREST HS(QS),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
849,HILLCREST HS(QS),Juvenile Report,Full-Time,N,N,PATROL,Metal,N,,,M,Off-Site,N,No,None
850,HILLCREST HS(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
851,HILLCREST HS(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
852,HILLCREST HS(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,,,,,On-Site,Y,No,
853,HILLCREST HS(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,,,,,On-Site,Y,No,
854,HILLCREST HS(QS),Summons,Full-Time,Y,Y,PATROL,Metal,N,,TRESPASS,V,On-Site,N,No,None
855,HILLCREST HS(QS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,TRESPASS,V,On-Site,N,No,None
856,Hillside Arts & Letters Academy(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
857,Hillside Arts & Letters Academy(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
858,Hillside Arts & Letters Academy(QS),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
859,HS FOR ARTS IMAGINATION & INQUIRY(MN),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
860,HS FOR ARTS IMAGINATION & INQUIRY(MN),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
861,HS FOR ARTS IMAGINATION & INQUIRY(MN),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
862,HS FOR ARTS IMAGINATION & INQUIRY(MN),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
863,HS FOR ARTS IMAGINATION & INQUIRY(MN),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
864,HS FOR ARTS IMAGINATION & INQUIRY(MN),Child in Crisis,Full-Time,N,Y,,No Restraints,N,,,,On-Site,N,No,None
865,HS FOR ARTS IMAGINATION & INQUIRY(MN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,BOX CUTTER,V,On-Site,Y,No,None
866,HS FOR ARTS IMAGINATION & INQUIRY(MN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,BOX CUTTER,V,On-Site,Y,No,None
867,HS for Community Leadership,Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
868,HS FOR CONTEMPORARY ARTS(XE),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,No,None
869,HS FOR CONTEMPORARY ARTS(XE),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF MACE,V,On-Site,Y,No,None
870,HS FOR ENVIRONMENTAL STUDIES(MS) ,Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
871,HS FOR ENVIRONMENTAL STUDIES(MS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
872,HS FOR ENVIRONMENTAL STUDIES(MS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
873,HS FOR ENVIRONMENTAL STUDIES(MS) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
874,HS FOR HEALTH CAREERS & SCIENCES(MN),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
875,HS FOR HEALTH CAREERS & SCIENCES(MN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,No,None
876,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
877,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
878,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
879,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
880,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
881,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
882,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
883,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,TRESPASS,V,On-Site,N,No,None
884,HS for Innovation in Advertising & Media(BS),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
885,HS FOR LAW & PUBLIC SERVICE(MN),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
886,HS FOR LAW & PUBLIC SERVICE(MN),Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
887,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,No,None
888,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Juvenile Report,Full-Time,N,Y,PATROL,No Restraints,N,,,M,Off-Site,N,No,None
889,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,No,None
890,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,No,None
891,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Summons,Full-Time,Y,Y,PATROL,Metal,N,,BOX CUTTER,V,On-Site,Y,No,None
892,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),Summons,Full-Time,Y,Y,PATROL,Metal,N,,OTHER PENAL LAW,V,On-Site,Y,No,None
893,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Arrested,Non-Scanning,N,Y,DB,Metal,N,ASSAULT,,M,Off-Site,N,No,None
894,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Child in Crisis,Non-Scanning,Y,Y,SSA,Metal,Y,,,,On-Site,N,No,Physical Force
895,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Child in Crisis,Non-Scanning,Y,Y,PATROL,Metal,N,,,,On-Site,N,No,None
896,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
897,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Child in Crisis,Random,N,Y,,No Restraints,N,,,,On-Site,N,No,None
898,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Mitigated,Non-Scanning,N,Y,DB,Metal,N,,,,Off-Site,N,No,None
899,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
900,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
901,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
902,HS FOR LAW ENFORCEMENT & PUBLIC SAFETY(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
903,HS FOR PUBLIC SERVICE HEROES OF TOMORROW(BS),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,F,On-Site,N,No,None
